City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,singleton,-32.5667,151.1833,4.76,81,0,0.92,AU,1686431063
295,akjoujt,19.6969,-14.4164,35.35,18,1,6.1,MR,1686431063
296,tucurui,-3.7661,-49.6725,26.87,77,85,1.03,BR,1686430949
297,nelson bay,-32.7167,152.15,10.0,97,0,3.58,AU,1686431063
298,maintirano,-18.0667,44.0167,23.71,78,0,5.1,MG,1686431063
299,wotho,10.1657,166.0102,27.73,81,100,7.18,MH,1686431063
300,homer,59.6425,-151.5483,10.98,63,100,2.57,US,1686431063
301,jiangyou,31.7667,104.7167,23.31,62,100,1.48,CN,1686431063
302,pont rouge,48.8833,-72.0825,19.16,90,100,1.49,CA,1686431064
303,kirs,59.3388,52.2447,1.77,82,28,2.57,RU,1686431064
304,verkhniy baskunchak,48.2256,46.7217,25.24,40,100,2.7,RU,1686431064
305,shache,38.4167,77.2406,27.62,19,0,0.85,CN,1686431064
306,gebeit,21.0667,36.3167,32.24,26,47,1.89,SD,1686431064
307,iturama,-19.7281,-50.1956,23.41,46,0,1.14,BR,1686430895
308,cornwall,45.0181,-74.7281,24.03,51,66,2.58,CA,1686430801
309,coyuca de catalan,18.3333,-100.65,41.35,26,36,1.33,MX,1686431064
310,coahuayana de hidalgo,18.7,-103.6583,31.92,56,82,3.52,MX,1686431065
311,dhuusamarreeb,5.535,46.3861,26.38,64,97,9.3,SO,1686431065
312,frydlant nad ostravici,49.5928,18.3597,16.0,93,87,4.02,CZ,1686431065
313,kuta,-8.7233,115.1723,25.97,94,75,3.6,ID,1686431065
314,jamestown,42.097,-79.2353,24.73,40,0,3.6,US,1686431059
315,san sebastian de la gomera,28.0916,-17.1133,23.2,68,0,2.57,ES,1686431065
316,port douglas,-16.4833,145.4667,20.56,81,27,2.19,AU,1686431065
317,opuwo,-18.0607,13.84,17.05,41,14,2.6,NA,1686431065
318,qaqortoq,60.7167,-46.0333,5.71,61,99,1.91,GL,1686431065
319,kushiro,42.975,144.3747,12.34,94,88,1.44,JP,1686431066
320,hithadhoo,-0.6,73.0833,28.03,76,18,3.31,MV,1686431066
321,newman,37.3138,-121.0208,25.57,10,100,2.05,US,1686431066
322,nguigmi,14.2495,13.1092,29.07,60,93,0.87,NE,1686431066
323,acarau,-2.8856,-40.12,26.46,82,1,6.71,BR,1686431066
324,biltine,14.5333,20.9167,27.38,56,74,7.14,TD,1686431066
325,ancud,-41.8697,-73.8203,9.12,60,69,7.47,CL,1686430812
326,forio,40.7342,13.8646,22.51,87,97,3.58,IT,1686431066
327,black point,-34.6187,137.8972,12.13,67,0,4.08,AU,1686431066
328,lodja,-3.4833,23.4333,23.2,75,62,0.34,CD,1686431067
329,novyye burasy,52.1324,46.0714,12.25,89,100,6.47,RU,1686431067
330,san mariano,7.5,126.0,22.82,89,61,1.13,PH,1686431067
331,itupiranga,-5.1347,-49.3267,29.18,74,75,1.05,BR,1686431067
332,kiunga,-6.1219,141.2906,21.95,99,95,0.84,PG,1686431067
333,howard springs,-12.497,131.047,22.95,76,8,2.81,AU,1686431067
334,tanabe,33.7333,135.3667,20.02,98,100,3.37,JP,1686431067
335,ishigaki,24.3448,124.1572,26.07,100,100,1.03,JP,1686431067
336,asau,46.4333,26.4,18.51,86,79,2.03,RO,1686431067
337,laguna,38.421,-121.4238,28.02,48,0,2.57,US,1686430811
338,klyuchi,52.2667,79.1667,12.96,77,0,1.96,RU,1686431068
339,swan hill,-35.3378,143.5544,8.2,81,24,2.79,AU,1686431068
340,simdega,22.6167,84.5167,29.78,32,97,0.88,IN,1686431068
341,hammerfest,70.6634,23.6821,8.25,66,0,1.54,NO,1686431068
342,dubbo,-32.25,148.6167,1.07,100,0,3.09,AU,1686430922
343,banes,20.9625,-75.7186,29.63,69,99,1.89,CU,1686431068
344,tidjikja,18.5564,-11.4271,35.98,14,18,6.57,MR,1686431068
345,t'ongch'on-up,38.9539,127.8917,16.93,94,70,1.23,KP,1686431068
346,dhidhdhoo,6.8833,73.1,28.91,78,83,8.4,MV,1686431069
347,pisco,-13.7,-76.2167,22.03,68,0,8.23,PE,1686431069
348,batticaloa,7.7102,81.6924,27.39,74,100,2.49,LK,1686431069
349,kotel'nikovo,47.6317,43.1461,23.45,44,100,5.63,RU,1686431069
350,lebu,-37.6167,-73.65,9.81,68,17,6.87,CL,1686430998
351,azemmour,33.2895,-8.3425,20.6,76,30,3.56,MA,1686431069
352,tosontsengel,48.7567,98.2839,13.17,62,50,0.83,MN,1686431069
353,tolanaro,-25.0319,46.9987,21.04,94,20,1.03,MG,1686431069
354,mejit,10.2753,170.8646,27.83,80,100,8.07,MH,1686431069
355,kayangel,8.0823,134.7173,28.57,74,97,2.67,PW,1686431069
356,kangding,30.0513,101.9603,8.72,91,100,0.65,CN,1686431070
357,taltal,-25.4,-70.4833,17.35,80,33,3.14,CL,1686430540
358,porto novo,6.4965,2.6036,25.9,91,93,2.91,BJ,1686431070
359,ha giang,22.8333,104.9833,24.42,61,98,1.69,VN,1686431070
360,taro,-8.3862,115.28,22.0,97,76,0.52,ID,1686431070
361,mount isa,-20.7333,139.5,8.87,57,0,0.0,AU,1686431070
362,thinadhoo,0.5333,72.9333,27.97,76,59,2.25,MV,1686431070
363,maryville,35.7565,-83.9705,30.17,35,75,4.12,US,1686431070
364,bilozerka,46.6248,32.4425,16.87,92,100,5.64,UA,1686431070
365,kenai,60.5544,-151.2583,11.05,71,75,2.06,US,1686430820
366,ares,-6.1944,-35.1603,28.05,81,0,4.59,BR,1686431071
367,rosa zarate,0.3333,-79.4667,27.43,83,84,2.1,EC,1686431071
368,le moule,16.3332,-61.3473,30.02,100,0,2.24,GP,1686430803
369,suances,43.4334,-4.0434,20.62,92,75,1.03,ES,1686431071
370,borkum,53.5809,6.6915,19.41,89,6,6.53,DE,1686430795
371,andirin,37.5776,36.3549,14.71,90,7,1.17,TR,1686431071
372,bodaybo,57.8506,114.1933,16.5,67,92,0.98,RU,1686431071
373,uvalde,29.3669,-99.767,35.08,42,0,0.0,US,1686430898
374,saldanha,-33.0117,17.9442,9.03,84,0,2.56,ZA,1686430917
375,dakhla,23.6848,-15.958,23.01,78,0,7.72,EH,1686430904
376,acapulco de juarez,16.8634,-99.8901,33.36,50,59,3.83,MX,1686430824
377,thurgoona,-36.0451,146.9919,4.05,95,2,1.53,AU,1686431072
378,qarqaraly,49.4058,75.4742,11.39,84,4,2.44,KZ,1686431072
379,alaghsas,17.0187,8.0168,31.17,38,95,6.16,NE,1686431072
380,taksimo,56.3444,114.8794,16.64,51,4,0.37,RU,1686431072
381,jiashan,30.8492,120.9258,22.22,94,65,2.3,CN,1686431072
382,badiyah,22.45,58.8,31.13,38,100,0.56,OM,1686431072
383,cidreira,-30.1811,-50.2056,20.57,81,81,2.83,BR,1686430999
384,khovd,48.0056,91.6419,20.96,30,24,1.17,MN,1686431072
385,saudarkrokur,65.7461,-19.6394,7.53,63,45,7.8,IS,1686431072
386,awjilah,29.1081,21.2869,27.43,28,0,3.67,LY,1686430997
387,fenyi,27.8112,114.6681,23.02,86,78,0.64,CN,1686431073
388,pocito,-31.6833,-68.5833,13.75,24,14,7.52,AR,1686430842
389,arraial do cabo,-22.9661,-42.0278,23.98,83,0,2.57,BR,1686431073
390,la ciotat,43.1748,5.6045,23.03,81,2,3.36,FR,1686431073
391,dalian,38.9122,121.6022,16.96,94,40,5.0,CN,1686430916
392,cruzeiro do sul,-29.5128,-51.9853,21.4,84,49,1.09,BR,1686431014
393,yangjiang,21.85,111.9667,25.98,87,96,1.09,CN,1686431073
394,kone,-21.0595,164.8658,20.42,69,0,2.12,NC,1686431073
395,aldinga beach,-35.2793,138.4604,13.15,71,0,3.5,AU,1686431073
396,tambopata,-12.7333,-69.1833,31.94,51,20,3.09,PE,1686431073
397,soe,-9.8607,124.284,17.54,90,80,2.74,ID,1686431074
398,izumi,34.4833,135.4333,21.09,94,100,0.51,JP,1686431074
399,vandergrift,40.6028,-79.5648,27.8,25,86,3.67,US,1686431074
400,sinan,34.8262,126.1086,21.06,97,44,1.95,KR,1686431074
401,taulaga,-11.0553,-171.0883,28.69,76,74,7.64,AS,1686431074
402,savelugu,9.6244,-0.8253,28.09,68,57,3.01,GH,1686431074
403,tongliao,43.6125,122.2653,15.79,63,100,1.27,CN,1686431074
404,ostersund,63.1792,14.6357,16.25,33,45,3.09,SE,1686431074
405,kabansk,52.0486,106.6528,12.66,54,14,0.85,RU,1686431074
406,ulladulla,-35.35,150.4667,7.74,73,0,1.67,AU,1686431075
407,carnarvon,-24.8667,113.6333,19.47,67,16,4.74,AU,1686431075
408,tanout,14.9709,8.8879,33.02,37,74,5.89,NE,1686431075
409,ghormach,35.7306,63.7826,24.46,29,1,0.86,AF,1686431075
410,morondava,-20.2833,44.2833,20.91,86,0,4.67,MG,1686431075
411,nemuro,43.3236,145.575,9.77,96,86,1.22,JP,1686431075
412,bubaque,11.2833,-15.8333,27.82,79,9,8.35,GW,1686431075
413,xining,36.6167,101.7667,13.1,53,100,1.52,CN,1686431075
414,auch,43.65,0.5833,21.86,65,100,0.89,FR,1686431076
415,kill devil hills,36.0307,-75.676,27.0,61,0,4.63,US,1686430921
416,vangaindrano,-23.35,47.6,20.27,93,9,1.97,MG,1686431076
417,kaiapoi,-43.3783,172.6401,8.38,94,6,1.03,NZ,1686430904
418,port moresby,-9.4431,147.1797,23.68,94,75,2.57,PG,1686431076
419,maceio,-9.6658,-35.7353,26.69,73,20,3.09,BR,1686430907
420,guerrero negro,27.9769,-114.0611,20.4,57,71,8.3,MX,1686431076
421,collie,-33.3667,116.15,9.94,86,97,3.46,AU,1686431076
422,bamboo flat,11.7,92.7167,27.98,85,100,8.45,IN,1686431076
423,kuqa,41.7278,82.9364,27.42,17,99,1.2,CN,1686431076
424,sisimiut,66.9395,-53.6735,5.61,73,100,16.8,GL,1686431077
425,mareeba,-17.0,145.4333,18.4,98,20,1.04,AU,1686430786
426,taourirt,34.4073,-2.8973,23.49,57,18,4.86,MA,1686430605
427,darhan,49.4867,105.9228,17.09,38,49,0.72,MN,1686431077
428,ambon,-3.6954,128.1814,27.71,82,40,2.06,ID,1686431077
429,bardai,11.65,7.2333,26.49,66,100,3.96,NG,1686431077
430,bowen,-20.0167,148.2333,18.73,91,12,5.06,AU,1686430960
431,dwarka,22.2394,68.9678,29.2,80,57,7.47,IN,1686431077
432,paphos,34.7667,32.4167,21.88,83,28,2.06,CY,1686430943
433,necochea,-38.5473,-58.7368,8.83,66,51,8.26,AR,1686431077
434,arteche,12.2645,125.4048,25.7,92,100,2.3,PH,1686431078
435,sao joao batista,-27.2761,-48.8494,23.9,89,0,1.01,BR,1686431078
436,shimoda,34.6667,138.95,20.06,96,100,2.19,JP,1686431078
437,chonchi,-42.6128,-73.8092,6.56,85,85,1.52,CL,1686431078
438,'alaqahdari dishu,30.4374,63.313,29.37,22,0,3.64,AF,1686431078
439,trujillo,-8.116,-79.03,23.98,78,3,5.66,PE,1686431078
440,badr hunayn,23.7829,38.7905,32.87,31,0,1.77,SA,1686431078
441,mont-tremblant,46.1949,-74.6264,21.77,40,90,0.51,CA,1686431078
442,siyabuswa,-25.1132,29.0445,14.16,25,0,1.71,ZA,1686431079
443,chinde,26.8418,88.0763,18.27,83,17,1.39,NP,1686431079
444,ende,-8.8432,121.6623,23.63,85,76,0.93,ID,1686431079
445,whitehorse,60.7161,-135.0538,16.43,31,75,6.17,CA,1686431079
446,myanaung,18.2833,95.3167,26.7,80,98,3.61,MM,1686431079
447,san antonio de pale,-1.4014,5.6325,25.03,82,99,4.11,GQ,1686431079
448,colares,38.7992,-9.4469,20.55,82,20,3.58,PT,1686431079
449,mount gambier,-37.8333,140.7667,9.57,93,67,3.07,AU,1686430866
450,mangrol,21.1167,70.1167,29.18,78,90,8.76,IN,1686431079
451,mormugao,15.4,73.8,27.88,78,99,4.82,IN,1686431080
452,karratha,-20.7377,116.8463,20.15,53,23,2.87,AU,1686431080
453,yeniseysk,58.4497,92.1703,6.6,71,3,2.76,RU,1686431080
454,raduzhny,62.0961,77.475,8.83,46,99,5.53,RU,1686431080
455,saint-joseph,-21.3667,55.6167,21.37,82,31,4.74,RE,1686430880
456,lycksele,64.5954,18.6735,15.8,55,75,2.57,SE,1686431080
457,san juan de miraflores,-12.1629,-76.9635,23.98,72,44,4.18,PE,1686431080
458,masterton,-40.9597,175.6575,6.05,85,28,0.81,NZ,1686431080
459,annaba,36.9,7.7667,21.98,88,75,0.0,DZ,1686431080
460,penzance,50.1186,-5.5371,16.38,91,29,3.05,GB,1686431080
461,tintafor,8.6267,-13.215,29.09,79,40,6.17,SL,1686431081
462,cabrican,15.1333,-91.6167,23.85,55,90,1.4,GT,1686431081
463,anna regina,7.2644,-58.5077,27.93,76,21,3.78,GY,1686431081
464,mogadishu,2.0371,45.3438,25.27,86,80,7.83,SO,1686430811
465,howrah,22.5892,88.3103,29.0,89,75,1.54,IN,1686431081
466,yuma,32.7253,-114.6244,37.35,13,0,4.63,US,1686431037
467,antofagasta,-23.65,-70.4,17.6,81,39,5.29,CL,1686430806
468,whistler,50.1164,-122.9695,11.57,87,100,2.57,CA,1686431052
469,tadine,-21.55,167.8833,21.1,59,96,4.36,NC,1686431081
470,kwadukuza,-29.3282,31.2895,13.94,73,0,2.6,ZA,1686431082
471,nar'yan-mar,67.6713,53.087,2.05,84,58,8.07,RU,1686431082
472,ar rutbah,33.0381,40.2848,24.46,48,0,3.62,IQ,1686431082
473,bagan,54.1001,77.6646,13.65,62,25,2.92,RU,1686431082
474,ta`u,-14.2336,-169.5144,27.73,82,33,7.54,AS,1686431082
475,zakamensk,50.3741,103.2863,12.35,88,48,0.75,RU,1686431082
476,srikakulam,18.3,83.9,30.05,76,100,2.3,IN,1686431082
477,miramar,25.9873,-80.2323,32.01,68,40,6.69,US,1686431083
478,tongren,27.7172,109.1853,24.36,81,100,0.79,CN,1686431083
479,okhotsk,59.3833,143.3,8.63,84,31,2.45,RU,1686431083
480,sebes,45.9667,23.5667,15.27,88,18,1.45,RO,1686431083
481,jaumave,23.4167,-99.3833,34.29,44,22,3.08,MX,1686431083
482,south hedland,-20.4089,118.5983,16.96,59,75,1.54,AU,1686431083
483,chibougamau,49.9168,-74.3659,13.79,88,100,2.06,CA,1686431083
484,papao,-17.75,-149.55,28.82,73,52,7.12,PF,1686431084
485,sirte,31.2089,16.5887,24.17,60,90,7.9,LY,1686431084
486,castillos,-34.1667,-53.8333,12.8,45,100,2.56,UY,1686431084
487,jiehu,35.5428,118.455,18.29,64,0,0.94,CN,1686431084
488,yuzhno-kurilsk,44.0306,145.8556,10.02,97,93,1.54,RU,1686431084
489,nadym,65.5333,72.5167,12.25,54,100,10.02,RU,1686431084
490,lewistown,40.5992,-77.5714,28.44,62,40,4.12,US,1686431084
491,ratnagiri,16.9833,73.3,28.19,78,99,4.76,IN,1686431084
492,naama,33.2667,-0.3167,24.63,34,0,8.51,DZ,1686430887
493,puerto aysen,-45.4,-72.7,2.9,97,83,2.02,CL,1686431085
494,berdigestyakh,62.0989,126.6992,16.07,72,73,2.81,RU,1686431085
495,muana,-1.5283,-49.2167,25.81,85,64,0.75,BR,1686431085
496,el bauga,18.262,33.9081,33.95,31,58,5.69,SD,1686431085
497,holualoa,19.6228,-155.9522,26.91,81,40,4.12,US,1686431085
498,tangalle,6.024,80.7911,26.87,87,100,5.76,LK,1686431085
499,grand gaube,-20.0064,57.6608,22.99,70,0,6.07,MU,1686431085
500,san andres,12.5847,-81.7006,32.01,66,20,3.09,CO,1686431085
501,henderson,36.0397,-114.9819,35.65,11,0,8.23,US,1686431085
502,meiktila,20.8667,95.8667,25.55,79,86,6.15,MM,1686431086
503,aral,40.5156,81.2636,27.97,16,94,2.14,CN,1686431086
504,rocha,-34.4833,-54.3333,11.19,45,100,3.46,UY,1686431086
505,lompoc,34.6391,-120.4579,20.43,79,100,5.81,US,1686431086
506,taza,34.25,-3.75,25.49,48,27,1.97,MA,1686431086
507,cururupu,-1.8283,-44.8683,24.83,91,9,1.8,BR,1686431086
508,viedma,-40.8135,-62.9967,8.11,51,98,8.52,AR,1686431086
509,al hasakah,36.5024,40.7477,26.75,43,99,6.43,SY,1686431086
510,mamungan,8.1172,124.2186,23.38,85,100,1.64,PH,1686431086
511,sterling,39.0062,-77.4286,30.99,32,20,4.47,US,1686431087
512,port alberni,49.2413,-124.8028,19.4,76,100,1.79,CA,1686431087
513,yeed,4.55,43.0333,28.23,43,100,9.09,SO,1686431087
514,ullal,12.8,74.85,25.53,94,20,2.06,IN,1686431087
515,christchurch,-43.5333,172.6333,8.3,91,9,1.03,NZ,1686430807
516,trogir,43.5125,16.2517,21.03,68,0,2.06,HR,1686431087
517,qalat,32.1058,66.9083,23.22,24,0,3.66,AF,1686431087
518,rong'an,26.1247,119.1214,22.61,95,66,1.06,CN,1686431087
519,alta,69.9689,23.2717,10.66,58,0,1.54,NO,1686431046
520,thoen,17.6129,99.2161,24.25,92,83,1.02,TH,1686431087
521,zeya,53.75,127.2667,17.3,75,65,1.11,RU,1686431088
522,cockburn town,21.4612,-71.1419,28.02,83,64,5.55,TC,1686430605
523,sudislavl',57.8817,41.7083,3.5,76,5,2.04,RU,1686431088
524,gdov,58.7406,27.8122,8.81,64,0,4.0,RU,1686431088
525,kalmunai,7.4167,81.8167,27.0,78,100,2.67,LK,1686431088
526,yur'yev-pol'skiy,56.5,39.6833,5.19,78,46,3.18,RU,1686431088
527,murun-kuren,49.6342,100.1625,13.93,78,14,0.52,MN,1686431088
528,kafue,-15.7691,28.1814,17.37,38,0,1.58,ZM,1686431088
529,molochnoye,59.2917,39.6787,2.73,73,5,2.92,RU,1686431088
530,rovnoye,50.7765,46.0509,17.37,76,100,6.73,RU,1686431088
531,peravurani,10.3,79.1833,30.15,66,100,1.77,IN,1686431089
532,omagh,54.6,-7.3,15.71,87,100,1.8,GB,1686430920
533,flin flon,54.7682,-101.865,20.91,37,75,3.6,CA,1686430802
534,hibbing,47.4272,-92.9377,18.01,72,100,5.66,US,1686430806
535,aoulef,26.9667,1.0833,35.77,9,0,3.93,DZ,1686431089
536,saint-pol-de-leon,48.6833,-3.9833,18.35,82,75,2.57,FR,1686431089
537,aweil,8.7682,27.4002,24.21,82,100,1.24,SS,1686431089
538,yekaterinoslavka,50.3734,129.1139,15.56,91,30,1.65,RU,1686431089
539,gubkinskiy,64.434,76.5026,9.92,45,100,8.15,RU,1686431089
540,olyokminsk,60.3736,120.4264,17.23,61,59,1.9,RU,1686431089
541,bronderslev,57.2702,9.941,12.92,66,8,3.32,DK,1686431090
542,nowshahr,36.649,51.496,20.97,88,20,1.03,IR,1686431090
543,genhe,50.7833,121.5167,10.28,97,65,0.84,CN,1686431090
544,brisas de zicatela,15.8369,-97.0419,33.29,66,40,4.63,MX,1686431090
545,argo,37.6333,22.7333,23.21,65,88,0.66,GR,1686431090
546,barah,13.7,30.3667,27.39,61,52,4.25,SD,1686430813
547,nizhneangarsk,55.7833,109.55,11.79,53,95,0.46,RU,1686431090
548,phan rang-thap cham,11.5667,108.9833,27.25,73,100,2.77,VN,1686431090
549,jijiga,9.35,42.8,18.44,81,98,3.85,ET,1686431091
550,kenora,49.8167,-94.4337,19.54,37,20,4.12,CA,1686431091
551,shrigonda,18.6167,74.6833,26.22,69,95,1.06,IN,1686431091
552,kargil,34.5667,76.1,10.14,46,4,0.63,IN,1686431091
553,usinsk,65.9939,57.5281,1.57,97,100,8.37,RU,1686431091
554,nizhnesortymskiy,62.4397,71.7603,12.69,68,99,6.65,RU,1686430921
555,dzhalagash,45.0833,64.6667,23.53,24,0,5.57,KZ,1686431091
556,marovoay,-16.1,46.6333,22.11,71,2,0.93,MG,1686431091
557,north battleford,52.7834,-108.2847,25.22,38,0,4.12,CA,1686430982
558,amurzet,47.6967,131.0981,14.64,88,10,1.18,RU,1686431092
559,illizi,26.4833,8.4667,40.89,12,80,4.6,DZ,1686431092
560,rawson,-43.3002,-65.1023,7.08,43,72,7.89,AR,1686431092
561,narvik,68.4384,17.4272,12.92,54,39,1.8,NO,1686431067
562,binjai,3.6001,98.4854,25.97,97,100,1.05,ID,1686431092
563,susuman,62.7833,148.1667,14.74,62,83,1.47,RU,1686431092
564,khandyga,62.6667,135.6,15.51,55,22,1.1,RU,1686431092
565,youkounkoun,12.5333,-13.1333,27.29,73,84,3.76,GN,1686431092
566,iquique,-20.2208,-70.1431,19.02,72,1,1.87,CL,1686431092
567,north elba,44.2434,-73.9543,17.89,77,51,0.45,US,1686431092
568,norrtalje,59.758,18.705,13.1,69,6,2.48,SE,1686430900
569,pastos bons,-6.6017,-44.0767,29.41,40,25,1.72,BR,1686431093
570,tokonou,9.65,-9.7833,21.37,96,100,0.3,GN,1686431093
571,harar,9.3094,42.1258,16.4,82,100,3.23,ET,1686431093
572,ierapetra,35.01,25.7353,23.97,60,68,3.13,GR,1686431093
573,tapes,-30.6733,-51.3958,17.34,96,97,6.87,BR,1686431093
574,cadale,2.7603,46.3222,26.27,84,67,8.38,SO,1686431093
575,ingeniero jacobacci,-41.3427,-69.5448,1.09,58,6,4.13,AR,1686431093
576,es castell,39.8795,4.2854,20.38,100,0,1.54,ES,1686431093
577,tura,25.5198,90.2201,23.08,96,67,1.78,IN,1686431094
578,zouerate,22.7187,-12.4521,31.92,22,0,5.76,MR,1686431094
579,lyantonde,-0.4031,31.1572,18.42,78,46,0.8,UG,1686431094
580,kemijarvi,66.7131,27.4306,8.4,57,63,4.08,FI,1686431094
581,hinton,53.4001,-117.5857,27.0,35,100,2.76,CA,1686430836
582,bijie,27.3125,105.2942,16.43,61,100,1.69,CN,1686431094
583,puerto san jose,13.9256,-90.8244,30.56,70,55,3.99,GT,1686431094
584,perechyn,48.7333,22.4667,16.75,91,54,2.98,UA,1686431094
585,yesilova,37.5081,29.7547,16.7,69,85,1.66,TR,1686431094
586,yaren,-0.5472,166.916,28.21,77,63,5.36,NR,1686431095
587,mpika,-11.8343,31.4529,15.39,54,19,1.24,ZM,1686431095
588,chiredzi,-21.05,31.6667,18.11,76,0,2.17,ZW,1686431095
589,jimo,36.3897,120.4622,16.88,100,1,2.0,CN,1686431095
590,roshchino,60.2519,29.6085,7.29,69,12,1.17,RU,1686431095
591,dadukou,26.5479,101.7054,18.08,78,100,0.37,CN,1686431095
